City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Lorengau,-2.0226,147.2712,81.7,77,85,5.35,PG,1633798086
Patrocínio,-18.9439,-46.9925,86.32,43,64,6.29,BR,1633798088
Kaeo,-35.1,173.7833,52.32,86,43,6.73,NZ,1633798091
Vostok,46.4856,135.8833,44.01,64,100,5.35,RU,1633798092
Llandrindod Wells,52.2416,-3.3787,62.29,89,100,3.85,GB,1633798093
Muroto-misakicho,33.2833,134.15,76.73,72,23,16.49,JP,1633798095
San Antonio,29.4241,-98.4936,83.89,65,20,1.99,US,1633798085
Arlit,18.7369,7.3853,94.6,8,39,5.28,NE,1633798097
Oudtshoorn,-33.5907,22.2014,59.36,67,62,9.04,ZA,1633798099
Kostanay,53.1667,63.5833,41.29,70,0,8.95,KZ,1633798100
Lugovoy,42.9472,72.7644,49.73,92,100,2.51,KZ,1633798102
Mahibadhoo,3.7833,72.9667,83.43,77,86,11.74,MV,1633798104
La Providencia,28.7167,-111.5833,90.48,45,0,7.0,MX,1633798105
Mabaruma,8.2,-59.7833,91.51,52,93,4.81,GY,1633798106
Kampala,0.3163,32.5822,70.99,85,83,1.28,UG,1633797828
Kirakira,-10.4544,161.9205,78.37,83,100,1.86,SB,1633798109
Ndélé,8.4109,20.6473,79.7,69,86,3.06,CF,1633798110
Lebanon,36.2081,-86.2911,82.83,64,1,5.75,US,1633798021
Sterling,39.0062,-77.4286,72.77,79,75,1.99,US,1633797964
Ouro Preto do Oeste,-10.7481,-62.2158,99.32,30,95,7.45,BR,1633798115
Naryan-Mar,67.6713,53.087,30.97,76,75,8.75,RU,1633798116
Gonder,12.6,37.4667,58.24,89,97,3.53,ET,1633798117
Rabat,33.9911,-6.8401,79.03,86,23,9.22,MA,1633798119
Ust-Kuyga,70.0167,135.6,16.0,90,99,6.51,RU,1633798120
Jerécuaro,20.15,-100.5167,70.99,60,47,3.49,MX,1633798121
Teguise,29.0605,-13.564,75.42,61,20,19.57,ES,1633798123
Pochutla,15.7432,-96.4661,88.83,58,100,4.36,MX,1633798124
Batemans Bay,-35.7167,150.1833,56.1,78,59,4.85,AU,1633798126
Makakilo City,21.3469,-158.0858,75.56,70,75,4.61,US,1633798127
Tiznit Province,29.5833,-9.5,76.8,44,76,7.56,MA,1633798129
Shuyskoye,59.3736,41.0305,44.02,83,100,6.02,RU,1633798130
Te Anau,-45.4167,167.7167,39.85,91,27,0.72,NZ,1633798131
Henties Bay,-22.116,14.2845,60.85,73,28,7.23,NA,1633798133
Morwa,22.9,73.8333,80.98,63,31,3.87,IN,1633798134
Port Hardy,50.6996,-127.4199,48.38,100,90,16.11,CA,1633798135
Araouane,18.9048,-3.5265,99.7,7,88,5.82,ML,1633798137
Gorban,46.8761,28.0789,52.41,40,85,4.61,RO,1633798138
Bergen,60.392,5.328,59.65,76,75,21.85,NO,1633798140
Havre-St-Pierre,50.2334,-63.5986,52.39,71,40,9.22,CA,1633798142
Mgandu,-5.95,34.1333,78.67,29,48,7.67,TZ,1633798143
Shingū,33.7333,135.9833,71.92,89,38,7.83,JP,1633798144
Hilo,19.7297,-155.09,71.33,91,90,6.91,US,1633798146
Strezhevoy,60.7333,77.5889,35.58,66,92,14.41,RU,1633798149
Ratnagiri,16.9833,73.3,79.61,87,99,4.34,IN,1633798150
Inhambane,-23.865,35.3833,75.18,73,0,14.0,MZ,1633798152
Boyolangu,-8.1181,111.8935,74.88,92,75,4.9,ID,1633798153
Vanderhoof,54.0166,-124.0198,43.07,76,100,3.36,CA,1633798154
Banjarmasin,-3.3244,114.591,77.14,87,89,3.22,ID,1633798156
Riyadh,24.6877,46.7219,91.54,14,0,11.7,SA,1633798157
Dryden,49.7833,-92.7503,61.09,94,90,3.44,CA,1633798158
Whitehorse,60.7161,-135.0538,36.37,74,75,11.01,CA,1633798160
Bago,17.3367,96.4797,77.13,94,73,5.03,MM,1633798161
Great Bend,38.3645,-98.7648,81.88,46,1,13.8,US,1633797869
Tura,25.5198,90.2201,74.12,85,0,2.59,IN,1633798164
Bara,10.3744,10.7288,85.84,45,76,3.24,NG,1633798165
Măluşteni,46.1833,27.9167,44.8,42,65,6.98,RO,1633798166
Potosí,-19.5836,-65.7531,61.66,42,40,9.22,BO,1633797889
Teya,60.3778,92.6267,33.87,81,97,15.32,RU,1633798169
Peniche,39.3558,-9.3811,76.73,81,86,11.18,PT,1633798170
Jvari,42.7169,42.052,57.45,70,62,5.3,GE,1633798171
Nyurba,63.2842,118.3319,35.04,96,100,12.97,RU,1633798173
Visby,57.6409,18.296,52.86,93,97,10.36,SE,1633798174
Matara,5.9485,80.5353,79.79,84,98,10.22,LK,1633798175
Goderich,43.7501,-81.7165,69.03,94,79,3.44,CA,1633798177
Vera Cruz,-12.6333,-41.0333,94.17,25,76,7.02,BR,1633798178
Wadi Maliz,36.4681,8.5495,71.26,64,82,12.91,TN,1633798179
Sinnamary,5.3833,-52.95,87.08,63,100,10.96,GF,1633798180
Mīāndoāb,36.9694,46.1027,53.98,56,0,4.36,IR,1633798182
Saint-Paul,-21.0096,55.2707,73.51,76,48,1.68,RE,1633798183
Arrondissement de Saint-Denis,48.9167,2.3333,64.06,63,0,1.99,FR,1633798185
Thinadhoo,0.5333,72.9333,83.82,69,100,9.35,MV,1633798187
Ciudad Bolivar,8.1222,-63.5497,92.93,47,98,5.14,VE,1633798188
Cēsis,57.3119,25.2746,46.72,58,97,4.43,LV,1633798189
Semīrom,31.4167,51.5667,53.19,29,0,4.52,IR,1633798190
Avera,33.194,-82.5271,76.71,76,51,11.54,US,1633798192
Caarapó,-22.6342,-54.8222,74.98,79,99,9.1,BR,1633798193
Jinzhou,41.1078,121.1417,58.08,79,100,6.98,CN,1633798194
Corinth,37.9407,22.9573,72.45,84,50,4.85,GR,1633798196
Cottonwood,34.7392,-112.0099,70.3,57,100,1.01,US,1633797994
Sirohi,24.8833,72.8667,82.2,51,30,6.46,IN,1633798199
Campbeltown,55.4258,-5.6076,57.56,91,67,11.07,GB,1633798200
Shimoda,34.6667,138.95,68.11,88,30,12.66,JP,1633798202
Boa Vista,2.8197,-60.6733,89.58,55,40,2.3,BR,1633798204
Kamenka,51.3223,42.7678,44.47,58,1,5.84,RU,1633798205
Omboué,-1.5746,9.2618,78.53,85,100,10.65,GA,1633798207
Kuršumlija,43.1458,21.2686,46.42,97,100,3.36,RS,1633798208
Zagora,30.3484,-5.8365,90.46,12,8,7.2,MA,1633798209
Masvingo,-20.0637,30.8277,83.14,24,22,9.31,ZW,1633798212
Katangli,51.7102,143.2326,43.09,64,97,8.75,RU,1633798213
Jahāzpur,25.6167,75.2833,81.73,48,0,6.91,IN,1633798214
Churapcha,62.0025,132.4325,29.21,94,98,7.27,RU,1633798217
Haines Junction,60.7522,-137.5108,31.95,86,90,2.3,CA,1633798218
Pisco,-13.7,-76.2167,67.01,72,75,8.05,PE,1633798220
Honjō,36.2333,139.1833,69.06,86,99,3.58,JP,1633798221
Bafoulabé,13.8065,-10.8321,94.55,45,76,3.24,ML,1633798222
Chapais,49.7834,-74.8492,62.38,57,75,10.49,CA,1633798223
Mangai,-4.05,19.5333,83.32,54,71,2.84,CD,1633798225
Galveston,29.3669,-94.9669,86.09,65,40,4.0,US,1633798227
Klaksvík,62.2266,-6.589,50.92,85,52,16.02,FO,1633798229
Sevierville,35.8681,-83.5618,77.7,76,40,0.0,US,1633798231
Lago da Pedra,-4.3333,-45.1667,93.52,43,87,3.98,BR,1633798232
Anadyr,64.75,177.4833,25.3,100,40,4.0,RU,1633798234
Amahai,-3.3333,128.9167,77.77,88,91,2.15,ID,1633798236
Manitouwadge,49.1215,-85.8403,63.32,90,100,5.91,CA,1633798237
Gashua,12.871,11.0482,94.5,14,99,5.39,NG,1633798238
Morehead,37.2711,-87.1764,82.15,60,40,9.22,US,1633798240
Marawi,7.9986,124.2928,64.65,91,100,1.74,PH,1633798241
Wanning,18.8003,110.3967,78.3,84,94,10.02,CN,1633798242
Camaná,-16.6228,-72.7111,66.67,78,80,10.54,PE,1633798243
Grants,35.1473,-107.8514,64.63,48,90,13.8,US,1633798072
Dinskaya,45.2178,39.2283,55.76,57,69,14.99,RU,1633798246
Oddur,4.1213,43.8894,82.15,52,94,12.06,SO,1633798247
Houston,29.7633,-95.3633,85.87,65,40,5.01,US,1633797526
Rome,43.2128,-75.4557,68.88,65,40,1.01,US,1633798208
Eyl,7.9803,49.8164,78.76,79,46,17.81,SO,1633798251
Toktogul,41.8708,72.9402,54.1,79,100,3.51,KG,1633798252
Alexandria,31.2156,29.9553,75.74,69,0,8.05,EG,1633798216
City of San Pedro,14.35,121.0167,81.36,88,75,3.44,PH,1633798254
Kunshan,31.3776,120.9543,78.98,89,13,4.79,CN,1633797956
Būlaevo,54.9056,70.4439,41.22,78,66,6.62,KZ,1633798257
Zyryanka,65.75,150.85,15.55,79,12,7.74,RU,1633798258
Suez,29.9737,32.5263,75.29,66,0,16.89,EG,1633798259
Gambo,4.6482,22.2633,74.5,90,94,1.23,CF,1633798262
Mutoko,-17.397,32.2268,77.85,31,61,6.67,ZW,1633798263
Kununurra,-15.7667,128.7333,76.98,69,13,3.44,AU,1633798265
Sabang,5.8933,95.3214,82.65,79,88,19.46,ID,1633798269
Hermiston,45.8404,-119.2895,58.64,58,1,5.75,US,1633798088
Barcelos,41.5388,-8.6151,76.28,63,96,3.6,PT,1633798136
Payakumbuh,-0.2202,100.6308,72.0,97,73,3.11,ID,1633798273
Mount Gambier,-37.8333,140.7667,39.11,93,95,4.61,AU,1633798274
San Quintín,30.4833,-115.95,69.76,61,5,17.52,MX,1633798275
Emerald,-23.5333,148.1667,71.74,62,0,12.66,AU,1633798278
Tobermory,45.2501,-81.6665,63.3,94,99,10.42,CA,1633798279
Khao Yoi,13.2403,99.8243,77.92,87,100,4.41,TH,1633798280
Nipawin,53.3668,-104.0009,46.44,81,1,5.75,CA,1633798139
Bilma,18.6853,12.9164,89.2,13,7,3.24,NE,1633798283
Porto Santo,33.072,-16.3415,73.78,64,20,14.97,PT,1633798284
Severodvinsk,64.5635,39.8302,35.71,88,100,5.79,RU,1633798286
Khorinsk,52.1657,109.7726,28.83,90,8,4.21,RU,1633798288
Fort Saint James,54.4333,-124.25,42.12,81,100,7.58,CA,1633798289
Beckley,37.7782,-81.1882,70.29,84,75,3.44,US,1633798290
Maniitsoq,65.4167,-52.9,33.84,48,95,10.69,GL,1633798292
Lenoir,35.2335,-77.6497,75.18,100,100,7.94,US,1633798293
Wajima,37.4,136.9,69.84,86,35,6.08,JP,1633798294
Tecpan,14.7623,-90.9947,68.76,53,97,4.47,GT,1633798295
Thunder Bay,48.4001,-89.3168,64.99,99,90,6.91,CA,1633798297
Batagay,67.6333,134.6333,26.46,75,100,6.58,RU,1633798298
Vrangel',42.7297,133.0839,62.4,82,99,9.69,RU,1633798299
Tahlequah,35.9154,-94.97,83.73,44,1,14.97,US,1633798301
Babu,24.4167,111.5167,68.92,97,100,6.53,CN,1633798302
Chisec,15.8167,-90.2833,86.23,64,99,2.95,GT,1633798303
Mudgee,-32.5943,149.5871,50.05,93,44,3.44,AU,1633798305
Flin Flon,54.7682,-101.865,49.84,76,40,10.36,CA,1633798307
Cap-aux-Meules,47.3821,-61.8597,53.65,58,40,11.5,CA,1633798308
Sühbaatar,50.2314,106.2078,34.36,65,20,3.15,MN,1633798310
Solnechnyy,50.7214,136.6319,44.73,67,100,5.26,RU,1633798311
Cayenne,4.9333,-52.3333,91.44,74,40,1.99,GF,1633798312
Kabare,-2.4683,28.8242,64.49,89,97,3.71,CD,1633798313
Rūdiškės,54.5167,24.8333,52.07,66,87,2.71,LT,1633798315
Blagoyevo,63.3667,47.9167,37.69,73,99,2.44,RU,1633798316
Laudio-Llodio,43.1432,-2.962,65.17,68,40,6.91,ES,1633798317
Palatka,29.6486,-81.6376,84.07,47,4,3.78,US,1633798319
Mindelo,16.8901,-24.9804,85.55,62,20,28.77,CV,1633798320
Uddevalla,58.3478,11.9424,55.22,85,99,6.78,SE,1633798254
Xining,36.6167,101.7667,34.86,74,100,3.85,CN,1633798323
Colares,38.7992,-9.4469,76.44,64,20,14.97,PT,1633798324
Olafsvik,64.8945,-23.7142,42.49,84,92,22.15,IS,1633798325
Yilan,24.757,121.753,82.51,92,94,4.23,TW,1633798327
Juneau,58.3019,-134.4197,44.6,95,90,1.99,US,1633798328
Karpathos,35.507,27.2132,73.36,83,20,9.22,GR,1633798329
Gboko,7.3179,8.9951,80.83,80,96,5.77,NG,1633798331
Totness,5.8833,-56.3167,88.25,62,35,11.07,SR,1633798332
Danané,7.2596,-8.155,83.73,67,82,2.08,CI,1633798333
Marabu,4.4148,114.0089,82.54,94,40,2.3,MY,1633798334
Ankang,32.68,109.0172,61.54,82,100,4.99,CN,1633798338
Camacha,33.0833,-16.3333,71.02,64,20,14.97,PT,1633798340
Trujillo Alto,18.3547,-66.0074,92.82,66,75,1.01,PR,1633798341
La Rioja,42.25,-2.5,63.05,69,98,4.5,ES,1633798342
Vestmannaeyjar,63.4427,-20.2734,49.19,87,40,12.66,IS,1633798343
Gazli,40.1333,63.45,51.19,35,46,11.5,UZ,1633798345
Phalombe,-15.8064,35.6507,78.06,22,14,2.68,MW,1633798346
Kijini,-5.85,39.3167,80.33,81,11,13.31,TZ,1633798347
Kokopo,-4.352,152.2633,75.56,88,86,3.15,PG,1633798349
Alta Floresta,-9.8756,-56.0861,97.05,36,64,2.24,BR,1633798350
El Real de Santa Maria,8.109,-77.7325,85.28,79,73,0.96,PA,1633798351
Letlhakeng,-24.0944,25.0298,80.73,9,2,9.69,BW,1633798353
Tessalit,20.1986,1.0114,97.81,7,37,10.18,ML,1633798354
Fuzhou,26.0614,119.3061,80.49,93,90,4.63,CN,1633798356
Dergachi,51.2328,48.7659,47.3,49,4,6.8,RU,1633798357
Los Llanos de Aridane,28.6585,-17.9182,71.35,83,20,17.27,ES,1633798359
Coahuayana Viejo,18.7333,-103.6833,87.75,70,70,2.91,MX,1633798360
Kingaroy,-26.5333,151.8333,60.84,88,40,2.3,AU,1633798362
Oistins,13.0667,-59.5333,87.89,70,40,13.8,BB,1633798363
Mwinilunga,-11.7358,24.4293,81.66,23,45,2.89,ZM,1633798366
San Ignacio,17.1561,-89.0714,84.34,79,40,4.61,BZ,1633798367
Warwick,41.7001,-71.4162,64.87,76,90,11.5,US,1633798368
Imeni Zhelyabova,58.9544,36.5956,45.0,79,100,6.02,RU,1633798369
Porto-Novo,6.4965,2.6036,84.02,75,100,6.87,BJ,1633798371
Porirua,-41.1333,174.85,53.85,79,49,1.99,NZ,1633798218
Kangāvar,34.5043,47.9653,60.62,27,0,6.6,IR,1633798373
San Cristobal,7.7669,-72.225,80.78,43,18,3.4,VE,1633798374
Magdalena,14.1999,121.429,79.92,95,97,0.98,PH,1633798376
Ma’anshan,31.6957,118.4983,75.25,90,83,5.57,CN,1633798377
Mildura,-34.2,142.15,53.56,94,90,10.36,AU,1633798379
Atherton,53.5237,-2.4935,62.73,86,100,4.85,GB,1633798380
Egvekinot,66.3167,-179.1667,17.8,86,100,8.86,RU,1633798381
Lieksa,63.3167,30.0167,50.38,90,100,6.58,FI,1633798382
Guerrero Negro,27.9769,-114.0611,75.11,56,2,20.24,MX,1633798384
Agüimes,27.9054,-15.4461,75.83,61,20,25.32,ES,1633798385
Rockland,41.1668,-74.0496,68.23,76,100,1.99,US,1633798387
Acaraú,-2.8856,-40.12,87.98,60,58,20.45,BR,1633798388
Lata,40.1629,-8.3327,81.05,46,84,4.45,PT,1633798389
Ixtapa,20.7,-105.2,89.22,74,100,1.99,MX,1633798391
Erenhot,43.6475,111.9767,40.86,50,74,17.36,CN,1633798392
Saint Andrews,34.0454,-81.1293,77.04,68,75,10.36,US,1633798393
Yashkul',46.1711,45.3435,51.46,32,98,8.59,RU,1633798395
Villa Bruzual,9.3328,-69.1208,86.0,70,48,3.91,VE,1633798396
Dutlwe,-23.9833,23.9,79.48,7,16,7.25,BW,1633798397
Tobol,52.6844,62.5794,44.26,44,5,4.54,KZ,1633798398
Beloha,-25.1667,45.05,70.79,61,0,3.22,MG,1633798400
Sistranda,63.7256,8.834,59.9,89,100,11.88,NO,1633798401
Atambua,-9.1061,124.8925,73.31,82,63,4.72,ID,1633798402
Naze,28.3667,129.4833,76.53,82,23,20.89,JP,1633798404
