City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
Brownsville,25.9018,-97.4975,89.55,71,1,4.0,US,1633291826
Baharly,38.4362,57.4316,57.09,25,0,9.24,TM,1633291827
Žacléř,50.6633,15.9106,59.23,78,90,5.44,CZ,1633291830
Kapit,2.0167,112.9333,73.4,99,100,0.96,MY,1633291831
Melilla,35.2937,-2.9383,70.18,73,0,11.5,ES,1633291832
Qaqortoq,60.7167,-46.0333,39.7,67,0,8.41,GL,1633291834
Celestún,20.8667,-90.4,86.36,64,55,13.02,MX,1633291835
Porvoo,60.3923,25.6651,52.95,92,100,12.57,FI,1633291836
Yunhe,34.0833,119.7167,71.28,82,48,9.48,CN,1633291838
Imeni Poliny Osipenko,52.4201,136.4853,31.66,76,8,3.83,RU,1633291839
Eshowe,-28.8865,31.4699,53.11,68,100,4.09,ZA,1633291840
Palauig,15.435,119.9045,79.99,78,94,3.96,PH,1633291841
Dudinka,69.4058,86.1778,17.51,95,97,2.1,RU,1633291726
Belle Fourche,44.6714,-103.8522,82.89,6,7,9.62,US,1633291845
Campos Altos,-19.6961,-46.1714,85.21,34,65,10.07,BR,1633291846
Moïssala,8.3404,17.7663,73.89,88,42,3.4,TD,1633291847
Baie-Comeau,49.2168,-68.1489,50.09,84,96,0.87,CA,1633291849
Elizabeth City,36.2946,-76.2511,86.02,55,1,5.99,US,1633291850
Paita,-5.0892,-81.1144,73.96,71,18,19.33,PE,1633291851
Alta Floresta,-9.8756,-56.0861,91.67,40,100,3.06,BR,1633291853
Scarborough,54.2797,-0.4044,54.52,81,2,1.99,GB,1633291656
‘Āhuimanu,21.4447,-157.8378,82.11,73,75,12.66,US,1633291856
Kieta,-6.2167,155.6333,78.73,81,100,3.02,PG,1633291858
Jalu,29.0331,21.5482,74.97,41,0,6.38,LY,1633291859
Methóni,36.8197,21.7049,69.22,63,100,5.17,GR,1633291861
El Higo,21.7667,-98.4667,85.98,66,75,4.56,MX,1633291863
Batagay-Alyta,67.8006,130.4114,15.62,91,31,1.59,RU,1633291864
Central Point,42.376,-122.9164,75.16,49,1,1.01,US,1633291866
Ahipara,-35.1667,173.1667,60.53,98,100,8.95,NZ,1633291854
Rafai,4.95,23.9167,69.24,96,63,1.63,CF,1633291868
Maragogi,-9.0122,-35.2225,77.61,82,11,10.36,BR,1633291869
Luena,-11.7833,19.9167,66.31,67,32,2.95,AO,1633291871
Choix,26.7092,-108.3219,90.52,38,98,3.94,MX,1633291872
Xingcheng,40.6167,120.7167,60.35,63,100,19.66,CN,1633291873
Pevek,69.7008,170.3133,23.7,91,99,7.43,RU,1633291874
Fereydūnkenār,36.6864,52.5225,68.79,63,0,2.19,IR,1633291876
Raudeberg,61.9875,5.1352,58.78,52,85,8.01,NO,1633291877
Parchim,53.4263,11.8488,67.86,63,100,14.88,DE,1633291878
Dondo,-19.6094,34.7431,77.25,84,100,8.55,MZ,1633291880
Port Macquarie,-31.4333,152.9167,56.37,65,99,7.02,AU,1633291881
Tautira,-17.7333,-149.15,82.42,78,9,11.21,PF,1633291882
Pargas,60.3067,22.301,55.85,76,100,25.59,FI,1633291884
Kiryat Gat,31.61,34.7642,75.88,71,21,6.35,IL,1633291801
Westerly,41.3776,-71.8273,75.24,74,90,5.75,US,1633291887
San Miguel,13.4833,-88.1833,90.5,55,11,1.23,SV,1633291630
Prince Rupert,54.3161,-130.3201,46.31,75,100,11.21,CA,1633291889
Payo,-3.7508,103.6372,72.61,95,100,1.28,ID,1633291891
Uribia,11.7139,-72.266,92.35,47,69,18.34,CO,1633291892
Elko,41.0002,-115.5012,73.63,8,0,8.01,US,1633291894
Kangaba,11.9333,-8.4167,79.68,64,10,3.53,ML,1633291895
Teya,60.3778,92.6267,33.03,98,100,2.46,RU,1633291896
Ostrovnoy,68.0531,39.5131,44.33,87,15,21.45,RU,1633291768
Itarema,-2.9248,-39.9167,81.45,75,0,18.72,BR,1633291900
Nānākuli,21.3906,-158.1547,82.35,76,90,6.91,US,1633291901
Arlit,18.7369,7.3853,90.75,12,0,8.43,NE,1633291902
Borovoy,55.4333,86.0833,31.28,100,40,4.47,RU,1633291904
Lakes Entrance,-37.8811,147.981,53.17,92,81,5.7,AU,1633291905
Spearfish,44.4908,-103.8594,81.01,12,1,3.0,US,1633291906
Abonnema,4.7084,6.7931,77.27,88,99,5.14,NG,1633291908
Tura,25.5198,90.2201,71.31,98,95,4.23,IN,1633291909
Talnakh,69.4865,88.3972,17.28,96,97,1.25,RU,1633291910
Mount Gambier,-37.8333,140.7667,47.16,93,29,14.58,AU,1633291617
Mongo,12.1844,18.693,83.61,54,9,1.66,TD,1633291913
Leh,34.1667,77.5833,50.32,46,7,7.05,IN,1633291841
Harnai,30.1005,67.9374,80.02,29,12,5.1,PK,1633291915
Marulanda,5.2839,-75.2602,64.22,65,38,3.6,CO,1633291916
Grøa,62.65,8.7167,55.49,89,100,9.66,NO,1633291918
Longyearbyen,78.2186,15.6401,37.24,93,75,2.3,SJ,1633291919
Krasnosel'kup,65.7,82.4667,21.06,89,40,9.75,RU,1633291920
Izhma,65.0083,53.9113,36.12,89,100,5.12,RU,1633291921
Maniitsoq,65.4167,-52.9,39.78,71,97,3.11,GL,1633291923
Tairua,-37.0167,175.85,59.09,98,100,9.8,NZ,1633291924
Nikel,69.4128,30.222,48.38,78,100,17.02,RU,1633291926
Lovozero,68.005,35.0117,40.89,90,16,7.85,RU,1633291927
Touros,-5.1989,-35.4608,83.3,70,11,16.35,BR,1633291928
Jardim,-21.4803,-56.1381,88.66,47,29,9.82,BR,1633291930
Grindavik,63.8424,-22.4338,45.07,87,0,19.57,IS,1633291854
Bragança,-1.0536,-46.7656,83.93,66,46,6.89,BR,1633291932
Dolores,-36.3132,-57.6792,56.91,57,7,12.77,AR,1633291934
Bara,10.3744,10.7288,81.73,55,1,6.64,NG,1633291936
Anagni,41.7447,13.1527,67.5,62,0,4.09,IT,1633291937
Nishiwaki,34.9833,134.9667,70.05,90,0,0.89,JP,1633291938
Beroroha,-21.6667,45.1667,79.43,56,65,7.76,MG,1633291939
La Ronge,55.1001,-105.2842,61.2,33,16,3.42,CA,1633291941
Marabu,4.4148,114.0089,75.42,92,100,4.16,MY,1633291869
Miranda,3.2499,-76.2281,84.65,60,64,2.1,CO,1633291943
Naantali,60.4674,22.0243,55.81,76,0,13.8,FI,1633291944
Manicoré,-5.8092,-61.3003,94.01,41,97,2.48,BR,1633291946
Makassar,-5.14,119.4221,75.25,100,20,2.3,ID,1633291947
Tiznit Province,29.5833,-9.5,62.53,80,96,4.34,MA,1633291948
Misratah,32.3754,15.0925,77.92,59,0,7.7,LY,1633291950
Campo de Criptana,39.4046,-3.1249,56.37,61,71,7.4,ES,1633291951
Concepción del Uruguay,-32.4825,-58.2372,61.99,39,100,4.0,AR,1633291952
Lincent,50.7122,5.0365,54.46,90,75,1.99,BE,1633291954
Guarda,40.5373,-7.2658,48.11,71,1,7.63,PT,1633291955
Menomonie,44.8755,-91.9193,67.44,73,90,12.17,US,1633291957
Béoumi,7.6736,-5.5764,75.38,85,23,2.42,CI,1633291958
Mananara,-16.1667,49.7667,69.87,93,77,3.09,MG,1633291959
Vallenar,-28.5708,-70.7581,76.28,21,0,10.45,CL,1633291961
Chapleau,47.8405,-83.4034,54.48,90,100,6.22,CA,1633291962
Palm Desert,33.7222,-116.3745,101.75,10,1,4.0,US,1633291718
Glenwood Springs,39.5505,-107.3248,75.88,29,13,5.86,US,1633291964
Merauke,-8.4667,140.3333,75.83,84,91,3.6,ID,1633291966
Ōdachō-ōda,35.1833,132.5,65.34,67,0,11.23,JP,1633291967
Wahiawā,21.5028,-158.0236,79.12,87,90,5.75,US,1633291968
Chhātak,25.0333,91.6667,75.65,95,100,6.26,BD,1633291970
Las Margaritas,16.3167,-91.9833,77.22,48,53,7.9,MX,1633291972
Sept-Îles,50.2001,-66.3821,48.78,73,99,0.74,CA,1633291870
Rāzole,16.4833,81.8333,77.04,89,6,2.15,IN,1633291976
Bārsi,18.2333,75.7,80.49,76,100,3.15,IN,1633291977
Isangel,-19.55,169.2667,76.96,85,3,5.12,VU,1633291978
Tazmalt,36.3868,4.3989,77.54,39,3,2.73,DZ,1633291980
Moose Factory,51.2585,-80.6094,58.03,62,20,7.65,CA,1633291981
Leningradskiy,69.3833,178.4167,17.67,84,94,4.34,RU,1633291832
Nyagan,62.1406,65.3936,27.46,85,11,4.0,RU,1633291983
Abu Kamal,34.4506,40.9171,79.66,34,0,13.78,SY,1633291985
Namatanai,-3.6667,152.4333,79.18,79,96,5.21,PG,1633291986
Talas,38.6908,35.5538,45.27,71,0,3.44,TR,1633291987
Matara,5.9485,80.5353,77.67,89,77,7.92,LK,1633291778
San Juan,-31.5375,-68.5364,71.73,13,0,8.08,AR,1633291872
Pinerovka,51.562,43.0689,43.79,76,3,6.49,RU,1633291991
Le Mars,42.7942,-96.1656,77.7,29,1,13.8,US,1633291992
Westport,41.1415,-73.3579,78.55,59,75,3.0,US,1633291841
Berriozábal,16.8,-93.2667,84.52,84,66,7.92,MX,1633291996
Galle,6.0367,80.217,78.35,87,66,8.12,LK,1633291997
Valparaíso,-33.0393,-71.6273,67.64,47,0,13.8,CL,1633291998
Mombasa,-4.0547,39.6636,74.52,83,85,8.72,KE,1633292000
Ust-Kuyga,70.0167,135.6,17.87,95,92,4.18,RU,1633292001
Alekseyevsk,57.8406,108.3492,31.71,93,100,1.36,RU,1633291824
Batavia,41.85,-88.3126,76.66,72,1,1.99,US,1633291940
Krasnoshchekovo,51.6708,82.7289,37.24,89,100,7.02,RU,1633292004
Erdenet,49.0333,104.0833,28.74,94,16,1.41,MN,1633292006
Tabou,4.423,-7.3528,78.21,89,89,5.59,CI,1633292007
Bintulu,3.1667,113.0333,75.52,93,91,4.41,MY,1633292008
Vikhorevka,56.1201,101.1636,35.19,96,62,2.84,RU,1633291751
Klaksvík,62.2266,-6.589,47.32,94,100,29.44,FO,1633292011
Smithers,54.7804,-127.1743,46.81,43,23,9.69,CA,1633291978
Hobyo,5.3505,48.5268,78.73,87,55,20.42,SO,1633292013
Nabire,-3.3667,135.4833,74.98,91,100,2.98,ID,1633292014
Bredy,52.4153,60.3411,33.91,85,66,9.95,RU,1633292016
Guerrero Negro,27.9769,-114.0611,87.3,37,62,6.96,MX,1633292017
Kangaatsiaq,68.3065,-53.4641,32.43,66,100,7.38,GL,1633292018
Bitung,1.4451,125.1824,76.05,84,100,11.48,ID,1633292020
Sibiti,-3.6819,13.3499,75.6,73,94,2.51,CG,1633292021
Yangi Marg`ilon,40.4272,71.7189,57.92,77,75,2.3,UZ,1633292023
Amapá,1.0,-52.0,88.75,42,100,6.08,BR,1633292026
Luangwa,-15.6167,30.4167,87.08,34,73,2.84,ZM,1633292027
Esna,25.2934,32.554,79.14,35,0,14.79,EG,1633292029
Akureyri,65.6835,-18.0878,41.16,100,100,7.54,IS,1633292031
Tommot,58.9564,126.2925,22.84,94,20,2.71,RU,1633291932
Clarence Town,-32.5833,151.7833,64.56,72,52,3.15,AU,1633292034
Östersund,63.1792,14.6357,53.62,92,100,5.01,SE,1633292035
Broken Hill,-31.95,141.4333,49.96,64,0,12.12,AU,1633292038
Petites Anses,15.8501,-61.6442,86.67,74,15,19.35,GP,1633292039
Baturaja,-4.1333,104.1667,74.01,95,100,1.32,ID,1633292040
Cascais,38.6979,-9.4215,63.46,65,0,8.99,PT,1633292042
Whitianga,-36.8333,175.7,60.03,98,100,10.0,NZ,1633292043
Kaeo,-35.1,173.7833,63.32,97,100,12.57,NZ,1633292044
Alikovo,55.7383,46.7549,42.67,88,100,4.61,RU,1633292046
Gombong,-7.6072,109.5142,78.1,85,53,3.44,ID,1633292047
Charagua,-19.8,-63.2167,70.16,65,97,10.76,BO,1633292048
Praia,14.9215,-23.5087,81.14,74,20,9.22,CV,1633292050
Worland,44.0169,-107.9554,77.67,16,1,3.0,US,1633292051
San Luis,-33.295,-66.3356,64.15,17,0,9.22,AR,1633292052
Ţahţā,26.7693,31.5021,76.91,38,0,12.44,EG,1633292053
Alihe,50.5667,123.7167,32.29,81,94,2.98,CN,1633292055
Arrondissement de Lons-le-Saunier,46.75,5.75,55.53,99,100,4.25,FR,1633292056
Atar,20.5169,-13.0499,97.47,9,45,9.06,MR,1633292057
Kizema,61.113,44.8302,43.2,80,100,2.17,RU,1633292059
Kangalassy,62.3464,129.9628,21.13,88,8,4.83,RU,1633292060
Anjozorobe,-18.4,47.8667,61.12,96,34,3.6,MG,1633292061
Dunedin,-45.8742,170.5036,46.83,92,100,12.93,NZ,1633292063
Hariāna,31.6378,75.8408,77.34,75,11,4.94,IN,1633292064
Manado,1.487,124.8455,75.97,94,40,1.14,ID,1633292065
Hualmay,-11.0964,-77.6139,66.7,72,40,11.41,PE,1633292067
Salisbury,51.0693,-1.7957,56.08,88,0,10.07,GB,1633292068
Otjiwarongo,-20.4637,16.6477,58.44,11,0,3.67,NA,1633292069
Georgiyevka,43.0369,74.7114,44.64,87,97,6.71,KZ,1633292070
